"DATE","TIME PERIOD","Rate for the overnight maturity calculated as the euro short-term rate plus a spread of 8.5 basis points (EON.D.EONIA_TO.RATE)"
"2001-08-29","29 Aug 2001","4.420"
"2001-08-30","30 Aug 2001","4.370"
"2001-08-31","31 Aug 2001","4.380"
"2001-09-03","03 Sep 2001","4.300"
"2001-09-04","04 Sep 2001","4.300"
"2001-09-05","05 Sep 2001","4.290"
"2001-09-06","06 Sep 2001","4.290"
"2001-09-07","07 Sep 2001","4.280"
"2001-09-10","10 Sep 2001","4.280"
"2001-09-11","11 Sep 2001","4.290"
"2001-09-12","12 Sep 2001","4.420"
"2001-09-13","13 Sep 2001","4.280"
"2001-09-14","14 Sep 2001","4.230"
"2001-09-17","17 Sep 2001","4.230"
"2001-09-18","18 Sep 2001","3.760"
"2001-09-19","19 Sep 2001","3.560"
"2001-09-20","20 Sep 2001","3.130"
"2001-09-21","21 Sep 2001","3.120"
"2001-09-24","24 Sep 2001","3.780"
"2001-09-25","25 Sep 2001","3.790"
"2001-09-26","26 Sep 2001","3.790"
"2001-09-27","27 Sep 2001","3.780"
"2001-09-28","28 Sep 2001","3.830"
"2001-10-01","01 Oct 2001","3.770"
"2001-10-02","02 Oct 2001","3.760"
"2001-10-03","03 Oct 2001","3.750"
"2001-10-04","04 Oct 2001","3.740"
"2001-10-05","05 Oct 2001","3.720"
"2001-10-08","08 Oct 2001","3.720"
"2001-10-09","09 Oct 2001","3.830"
"2001-10-10","10 Oct 2001","3.940"
"2001-10-11","11 Oct 2001","3.960"
"2001-10-12","12 Oct 2001","3.980"
"2001-10-15","15 Oct 2001","3.870"
"2001-10-16","16 Oct 2001","3.910"
"2001-10-17","17 Oct 2001","4.330"
"2001-10-18","18 Oct 2001","4.400"
"2001-10-19","19 Oct 2001","4.600"
"2001-10-22","22 Oct 2001","4.690"
"2001-10-23","23 Oct 2001","4.740"
"2001-10-24","24 Oct 2001","3.760"
"2001-10-25","25 Oct 2001","3.740"
"2001-10-26","26 Oct 2001","3.770"
"2001-10-29","29 Oct 2001","3.760"
"2001-10-30","30 Oct 2001","3.760"
"2001-10-31","31 Oct 2001","3.840"
"2001-11-01","01 Nov 2001","3.770"
"2001-11-02","02 Nov 2001","3.760"
"2001-11-05","05 Nov 2001","3.760"
"2001-11-06","06 Nov 2001","3.850"
"2001-11-07","07 Nov 2001","3.880"
"2001-11-08","08 Nov 2001","3.730"
"2001-11-09","09 Nov 2001","3.860"
"2001-11-12","12 Nov 2001","3.830"
"2001-11-13","13 Nov 2001","3.680"
"2001-11-14","14 Nov 2001","3.370"
"2001-11-15","15 Nov 2001","3.300"
"2001-11-16","16 Nov 2001","3.290"
"2001-11-19","19 Nov 2001","3.250"
"2001-11-20","20 Nov 2001","3.250"
"2001-11-21","21 Nov 2001","3.350"
"2001-11-22","22 Nov 2001","3.400"
"2001-11-23","23 Nov 2001","3.280"
"2001-11-26","26 Nov 2001","3.300"
"2001-11-27","27 Nov 2001","3.300"
"2001-11-28","28 Nov 2001","3.300"
"2001-11-29","29 Nov 2001","3.300"
"2001-11-30","30 Nov 2001","3.350"
"2001-12-03","03 Dec 2001","3.290"
"2001-12-04","04 Dec 2001","3.280"
"2001-12-05","05 Dec 2001","3.260"
"2001-12-06","06 Dec 2001","3.260"
"2001-12-07","07 Dec 2001","3.270"
"2001-12-10","10 Dec 2001","3.280"
"2001-12-11","11 Dec 2001","3.290"
"2001-12-12","12 Dec 2001","3.290"
"2001-12-13","13 Dec 2001","3.300"
"2001-12-14","14 Dec 2001","3.300"
"2001-12-17","17 Dec 2001","3.300"
"2001-12-18","18 Dec 2001","3.310"
"2001-12-19","19 Dec 2001","3.320"
"2001-12-20","20 Dec 2001","3.270"
"2001-12-21","21 Dec 2001","3.050"
"2001-12-24","24 Dec 2001","3.430"
"2001-12-27","27 Dec 2001","3.690"
"2001-12-28","28 Dec 2001","3.910"
"2002-01-02","02 Jan 2002","3.350"
"2002-01-03","03 Jan 2002","3.450"
"2002-01-04","04 Jan 2002","3.450"
"2002-01-07","07 Jan 2002","3.380"
"2002-01-08","08 Jan 2002","3.350"
"2002-01-09","09 Jan 2002","3.340"
"2002-01-10","10 Jan 2002","3.340"
"2002-01-11","11 Jan 2002","3.340"
"2002-01-14","14 Jan 2002","3.330"
"2002-01-15","15 Jan 2002","3.320"
"2002-01-16","16 Jan 2002","3.330"
"2002-01-17","17 Jan 2002","3.320"
"2002-01-18","18 Jan 2002","3.310"
"2002-01-21","21 Jan 2002","3.300"
"2002-01-22","22 Jan 2002","3.030"
"2002-01-23","23 Jan 2002","2.590"
"2002-01-24","24 Jan 2002","3.310"
"2002-01-25","25 Jan 2002","3.310"
"2002-01-28","28 Jan 2002","3.320"
"2002-01-29","29 Jan 2002","3.320"
"2002-01-30","30 Jan 2002","3.320"
"2002-01-31","31 Jan 2002","3.350"
"2002-02-01","01 Feb 2002","3.320"
"2002-02-04","04 Feb 2002","3.310"
"2002-02-05","05 Feb 2002","3.300"
"2002-02-06","06 Feb 2002","3.300"
"2002-02-07","07 Feb 2002","3.300"
"2002-02-08","08 Feb 2002","3.300"
"2002-02-11","11 Feb 2002","3.300"
"2002-02-12","12 Feb 2002","3.300"
"2002-02-13","13 Feb 2002","3.300"
"2002-02-14","14 Feb 2002","3.290"
"2002-02-15","15 Feb 2002","3.290"
"2002-02-18","18 Feb 2002","3.280"
"2002-02-19","19 Feb 2002","3.270"
"2002-02-20","20 Feb 2002","3.210"
"2002-02-21","21 Feb 2002","3.080"
"2002-02-22","22 Feb 2002","3.220"
"2002-02-25","25 Feb 2002","3.310"
"2002-02-26","26 Feb 2002","3.320"
"2002-02-27","27 Feb 2002","3.320"
"2002-02-28","28 Feb 2002","3.340"
"2002-03-01","01 Mar 2002","3.310"
"2002-03-04","04 Mar 2002","3.300"
"2002-03-05","05 Mar 2002","3.290"
"2002-03-06","06 Mar 2002","3.280"
"2002-03-07","07 Mar 2002","3.280"
"2002-03-08","08 Mar 2002","3.280"
"2002-03-11","11 Mar 2002","3.280"
"2002-03-12","12 Mar 2002","3.280"
"2002-03-13","13 Mar 2002","3.280"
"2002-03-14","14 Mar 2002","3.270"
"2002-03-15","15 Mar 2002","3.250"
"2002-03-18","18 Mar 2002","3.230"
"2002-03-19","19 Mar 2002","3.190"
"2002-03-20","20 Mar 2002","3.120"
"2002-03-21","21 Mar 2002","2.990"
"2002-03-22","22 Mar 2002","3.260"
"2002-03-25","25 Mar 2002","3.330"
"2002-03-26","26 Mar 2002","3.340"
"2002-03-27","27 Mar 2002","3.330"
"2002-03-28","28 Mar 2002","3.390"
"2002-04-02","02 Apr 2002","3.310"
"2002-04-03","03 Apr 2002","3.300"
"2002-04-04","04 Apr 2002","3.300"
"2002-04-05","05 Apr 2002","3.300"
"2002-04-08","08 Apr 2002","3.290"
"2002-04-09","09 Apr 2002","3.290"
"2002-04-10","10 Apr 2002","3.290"
"2002-04-11","11 Apr 2002","3.290"
"2002-04-12","12 Apr 2002","3.280"
"2002-04-15","15 Apr 2002","3.270"
"2002-04-16","16 Apr 2002","3.260"
"2002-04-17","17 Apr 2002","3.200"
"2002-04-18","18 Apr 2002","3.190"
"2002-04-19","19 Apr 2002","3.270"
"2002-04-22","22 Apr 2002","3.330"
"2002-04-23","23 Apr 2002","3.900"
"2002-04-24","24 Apr 2002","3.310"
"2002-04-25","25 Apr 2002","3.300"
"2002-04-26","26 Apr 2002","3.300"
"2002-04-29","29 Apr 2002","3.300"
"2002-04-30","30 Apr 2002","3.360"
"2002-05-02","02 May 2002","3.310"
"2002-05-03","03 May 2002","3.300"
"2002-05-06","06 May 2002","3.300"
"2002-05-07","07 May 2002","3.310"
"2002-05-08","08 May 2002","3.300"
"2002-05-09","09 May 2002","3.300"
"2002-05-10","10 May 2002","3.300"
"2002-05-13","13 May 2002","3.300"
"2002-05-14","14 May 2002","3.300"
"2002-05-15","15 May 2002","3.300"
"2002-05-16","16 May 2002","3.290"
"2002-05-17","17 May 2002","3.270"
"2002-05-20","20 May 2002","3.260"
"2002-05-21","21 May 2002","3.250"
"2002-05-22","22 May 2002","3.330"
"2002-05-23","23 May 2002","3.320"
"2002-05-24","24 May 2002","3.350"
"2002-05-27","27 May 2002","3.350"
"2002-05-28","28 May 2002","3.340"
"2002-05-29","29 May 2002","3.340"
"2002-05-30","30 May 2002","3.340"
"2002-05-31","31 May 2002","3.360"
"2002-06-03","03 Jun 2002","3.340"
"2002-06-04","04 Jun 2002","3.330"
"2002-06-05","05 Jun 2002","3.330"
"2002-06-06","06 Jun 2002","3.330"
"2002-06-07","07 Jun 2002","3.330"
"2002-06-10","10 Jun 2002","3.330"
"2002-06-11","11 Jun 2002","3.320"
"2002-06-12","12 Jun 2002","3.320"
"2002-06-13","13 Jun 2002","3.310"
"2002-06-14","14 Jun 2002","3.310"
"2002-06-17","17 Jun 2002","3.310"
"2002-06-18","18 Jun 2002","3.300"
"2002-06-19","19 Jun 2002","3.300"
"2002-06-20","20 Jun 2002","3.320"
"2002-06-21","21 Jun 2002","3.580"
"2002-06-24","24 Jun 2002","3.350"
"2002-06-25","25 Jun 2002","3.360"
"2002-06-26","26 Jun 2002","3.360"
"2002-06-27","27 Jun 2002","3.350"
"2002-06-28","28 Jun 2002","3.490"
"2002-07-01","01 Jul 2002","3.340"
"2002-07-02","02 Jul 2002","3.330"
"2002-07-03","03 Jul 2002","3.320"
"2002-07-04","04 Jul 2002","3.320"
"2002-07-05","05 Jul 2002","3.320"
"2002-07-08","08 Jul 2002","3.310"
"2002-07-09","09 Jul 2002","3.300"
"2002-07-10","10 Jul 2002","3.300"
"2002-07-11","11 Jul 2002","3.300"
"2002-07-12","12 Jul 2002","3.300"
"2002-07-15","15 Jul 2002","3.300"
"2002-07-16","16 Jul 2002","3.290"
"2002-07-17","17 Jul 2002","3.280"
"2002-07-18","18 Jul 2002","3.210"
"2002-07-19","19 Jul 2002","3.230"
"2002-07-22","22 Jul 2002","3.310"
"2002-07-23","23 Jul 2002","3.310"
"2002-07-24","24 Jul 2002","3.320"
"2002-07-25","25 Jul 2002","3.310"
"2002-07-26","26 Jul 2002","3.300"
"2002-07-29","29 Jul 2002","3.300"
"2002-07-30","30 Jul 2002","3.300"
"2002-07-31","31 Jul 2002","3.340"
"2002-08-01","01 Aug 2002","3.300"
"2002-08-02","02 Aug 2002","3.300"
"2002-08-05","05 Aug 2002","3.300"
"2002-08-06","06 Aug 2002","3.290"
"2002-08-07","07 Aug 2002","3.290"
"2002-08-08","08 Aug 2002","3.290"
"2002-08-09","09 Aug 2002","3.290"
"2002-08-12","12 Aug 2002","3.290"
"2002-08-13","13 Aug 2002","3.290"
"2002-08-14","14 Aug 2002","3.290"
"2002-08-15","15 Aug 2002","3.280"
"2002-08-16","16 Aug 2002","3.280"
"2002-08-19","19 Aug 2002","3.290"
"2002-08-20","20 Aug 2002","3.290"
"2002-08-21","21 Aug 2002","3.290"
"2002-08-22","22 Aug 2002","3.290"
"2002-08-23","23 Aug 2002","3.290"
"2002-08-26","26 Aug 2002","3.290"
"2002-08-27","27 Aug 2002","3.290"
"2002-08-28","28 Aug 2002","3.290"
"2002-08-29","29 Aug 2002","3.290"
"2002-08-30","30 Aug 2002","3.340"
"2002-09-02","02 Sep 2002","3.290"
"2002-09-03","03 Sep 2002","3.290"
"2002-09-04","04 Sep 2002","3.290"
"2002-09-05","05 Sep 2002","3.290"
"2002-09-06","06 Sep 2002","3.280"
"2002-09-09","09 Sep 2002","3.280"
"2002-09-10","10 Sep 2002","3.290"
"2002-09-11","11 Sep 2002","3.290"
"2002-09-12","12 Sep 2002","3.290"
"2002-09-13","13 Sep 2002","3.290"
"2002-09-16","16 Sep 2002","3.290"
"2002-09-17","17 Sep 2002","3.290"
"2002-09-18","18 Sep 2002","3.290"
"2002-09-19","19 Sep 2002","3.290"
"2002-09-20","20 Sep 2002","3.360"
"2002-09-23","23 Sep 2002","3.630"
"2002-09-24","24 Sep 2002","3.310"
"2002-09-25","25 Sep 2002","3.310"
"2002-09-26","26 Sep 2002","3.310"
"2002-09-27","27 Sep 2002","3.310"
"2002-09-30","30 Sep 2002","3.420"
"2002-10-01","01 Oct 2002","3.300"
"2002-10-02","02 Oct 2002","3.300"
"2002-10-03","03 Oct 2002","3.290"
"2002-10-04","04 Oct 2002","3.290"
"2002-10-07","07 Oct 2002","3.290"
"2002-10-08","08 Oct 2002","3.290"
"2002-10-09","09 Oct 2002","3.290"
"2002-10-10","10 Oct 2002","3.290"
"2002-10-11","11 Oct 2002","3.290"
"2002-10-14","14 Oct 2002","3.290"
"2002-10-15","15 Oct 2002","3.290"
"2002-10-16","16 Oct 2002","3.290"
"2002-10-17","17 Oct 2002","3.290"
"2002-10-18","18 Oct 2002","3.290"
"2002-10-21","21 Oct 2002","3.350"
"2002-10-22","22 Oct 2002","3.370"
"2002-10-23","23 Oct 2002","3.320"
"2002-10-24","24 Oct 2002","3.290"
"2002-10-25","25 Oct 2002","3.290"
"2002-10-28","28 Oct 2002","3.290"
"2002-10-29","29 Oct 2002","3.290"
"2002-10-30","30 Oct 2002","3.290"
"2002-10-31","31 Oct 2002","3.340"
"2002-11-01","01 Nov 2002","3.300"
"2002-11-04","04 Nov 2002","3.290"
"2002-11-05","05 Nov 2002","3.290"
"2002-11-06","06 Nov 2002","3.280"
"2002-11-07","07 Nov 2002","3.250"
"2002-11-08","08 Nov 2002","3.290"
"2002-11-11","11 Nov 2002","3.290"
"2002-11-12","12 Nov 2002","3.290"
"2002-11-13","13 Nov 2002","3.290"
"2002-11-14","14 Nov 2002","3.290"
"2002-11-15","15 Nov 2002","3.290"
"2002-11-18","18 Nov 2002","3.290"
"2002-11-19","19 Nov 2002","3.290"
"2002-11-20","20 Nov 2002","3.290"
"2002-11-21","21 Nov 2002","3.300"
"2002-11-22","22 Nov 2002","3.490"
"2002-11-25","25 Nov 2002","3.300"
"2002-11-26","26 Nov 2002","3.300"
"2002-11-27","27 Nov 2002","3.300"
"2002-11-28","28 Nov 2002","3.300"
"2002-11-29","29 Nov 2002","3.380"
"2002-12-02","02 Dec 2002","3.360"
"2002-12-03","03 Dec 2002","3.320"
"2002-12-04","04 Dec 2002","3.010"
"2002-12-05","05 Dec 2002","2.940"
"2002-12-06","06 Dec 2002","2.900"
"2002-12-09","09 Dec 2002","2.890"
"2002-12-10","10 Dec 2002","2.890"
"2002-12-11","11 Dec 2002","2.880"
"2002-12-12","12 Dec 2002","2.880"
"2002-12-13","13 Dec 2002","2.890"
"2002-12-16","16 Dec 2002","2.890"
"2002-12-17","17 Dec 2002","2.970"
"2002-12-18","18 Dec 2002","2.970"
"2002-12-19","19 Dec 2002","3.350"
"2002-12-20","20 Dec 2002","3.500"
"2002-12-23","23 Dec 2002","3.700"
"2002-12-24","24 Dec 2002","3.050"
"2002-12-27","27 Dec 2002","3.030"
"2002-12-30","30 Dec 2002","3.030"
"2002-12-31","31 Dec 2002","3.440"
"2003-01-02","02 Jan 2003","2.900"
"2003-01-03","03 Jan 2003","2.890"
"2003-01-06","06 Jan 2003","2.880"
"2003-01-07","07 Jan 2003","2.860"
"2003-01-08","08 Jan 2003","2.840"
"2003-01-09","09 Jan 2003","2.830"
"2003-01-10","10 Jan 2003","2.820"
"2003-01-13","13 Jan 2003","2.820"
"2003-01-14","14 Jan 2003","2.820"
"2003-01-15","15 Jan 2003","2.820"
"2003-01-16","16 Jan 2003","2.820"
"2003-01-17","17 Jan 2003","2.810"
"2003-01-20","20 Jan 2003","2.810"
"2003-01-21","21 Jan 2003","2.810"
"2003-01-22","22 Jan 2003","2.570"
"2003-01-23","23 Jan 2003","2.120"
"2003-01-24","24 Jan 2003","2.810"
"2003-01-27","27 Jan 2003","2.810"
"2003-01-28","28 Jan 2003","2.810"
"2003-01-29","29 Jan 2003","2.800"
"2003-01-30","30 Jan 2003","2.800"
"2003-01-31","31 Jan 2003","2.860"
"2003-02-03","03 Feb 2003","2.800"
"2003-02-04","04 Feb 2003","2.800"
"2003-02-05","05 Feb 2003","2.790"
"2003-02-06","06 Feb 2003","2.790"
"2003-02-07","07 Feb 2003","2.780"
"2003-02-10","10 Feb 2003","2.780"
"2003-02-11","11 Feb 2003","2.780"
"2003-02-12","12 Feb 2003","2.780"
"2003-02-13","13 Feb 2003","2.780"
"2003-02-14","14 Feb 2003","2.780"
"2003-02-17","17 Feb 2003","2.780"
"2003-02-18","18 Feb 2003","2.790"
"2003-02-19","19 Feb 2003","2.790"
"2003-02-20","20 Feb 2003","2.770"
"2003-02-21","21 Feb 2003","2.390"
"2003-02-24","24 Feb 2003","2.780"
"2003-02-25","25 Feb 2003","2.770"
"2003-02-26","26 Feb 2003","2.770"
"2003-02-27","27 Feb 2003","2.750"
"2003-02-28","28 Feb 2003","2.820"
"2003-03-03","03 Mar 2003","2.970"
"2003-03-04","04 Mar 2003","3.360"
"2003-03-05","05 Mar 2003","3.110"
"2003-03-06","06 Mar 2003","2.970"
"2003-03-07","07 Mar 2003","3.170"
"2003-03-10","10 Mar 2003","3.190"
"2003-03-11","11 Mar 2003","2.840"
"2003-03-12","12 Mar 2003","2.650"
"2003-03-13","13 Mar 2003","2.610"
"2003-03-14","14 Mar 2003","2.610"
"2003-03-17","17 Mar 2003","2.600"
"2003-03-18","18 Mar 2003","2.590"
"2003-03-19","19 Mar 2003","2.510"
"2003-03-20","20 Mar 2003","2.370"
"2003-03-21","21 Mar 2003","2.720"
"2003-03-24","24 Mar 2003","2.560"
"2003-03-25","25 Mar 2003","2.560"
"2003-03-26","26 Mar 2003","2.560"
"2003-03-27","27 Mar 2003","2.560"
"2003-03-28","28 Mar 2003","2.560"
"2003-03-31","31 Mar 2003","2.660"
"2003-04-01","01 Apr 2003","2.550"
"2003-04-02","02 Apr 2003","2.540"
"2003-04-03","03 Apr 2003","2.540"
"2003-04-04","04 Apr 2003","2.540"
"2003-04-07","07 Apr 2003","2.540"
"2003-04-08","08 Apr 2003","2.540"
"2003-04-09","09 Apr 2003","2.540"
"2003-04-10","10 Apr 2003","2.540"
"2003-04-11","11 Apr 2003","2.540"
"2003-04-14","14 Apr 2003","2.540"
"2003-04-15","15 Apr 2003","2.540"
"2003-04-16","16 Apr 2003","2.550"
"2003-04-17","17 Apr 2003","2.640"
"2003-04-22","22 Apr 2003","2.650"
"2003-04-23","23 Apr 2003","2.580"
"2003-04-24","24 Apr 2003","2.550"
"2003-04-25","25 Apr 2003","2.550"
"2003-04-28","28 Apr 2003","2.550"
"2003-04-29","29 Apr 2003","2.550"
"2003-04-30","30 Apr 2003","2.640"
"2003-05-02","02 May 2003","2.550"
"2003-05-05","05 May 2003","2.550"
"2003-05-06","06 May 2003","2.550"
"2003-05-07","07 May 2003","2.550"
"2003-05-08","08 May 2003","2.540"
"2003-05-09","09 May 2003","2.550"
"2003-05-12","12 May 2003","2.550"
"2003-05-13","13 May 2003","2.550"
"2003-05-14","14 May 2003","2.550"
"2003-05-15","15 May 2003","2.560"
"2003-05-16","16 May 2003","2.560"
"2003-05-19","19 May 2003","2.560"
"2003-05-20","20 May 2003","2.590"
"2003-05-21","21 May 2003","2.730"
"2003-05-22","22 May 2003","2.570"
"2003-05-23","23 May 2003","2.210"
"2003-05-26","26 May 2003","2.560"
"2003-05-27","27 May 2003","2.580"
"2003-05-28","28 May 2003","2.590"
"2003-05-29","29 May 2003","2.600"
"2003-05-30","30 May 2003","2.650"
"2003-06-02","02 Jun 2003","2.650"
"2003-06-03","03 Jun 2003","2.680"
"2003-06-04","04 Jun 2003","2.370"
"2003-06-05","05 Jun 2003","2.190"
"2003-06-06","06 Jun 2003","2.150"
"2003-06-09","09 Jun 2003","2.140"
"2003-06-10","10 Jun 2003","2.130"
"2003-06-11","11 Jun 2003","2.140"
"2003-06-12","12 Jun 2003","2.140"
"2003-06-13","13 Jun 2003","2.140"
"2003-06-16","16 Jun 2003","2.140"
"2003-06-17","17 Jun 2003","2.130"
"2003-06-18","18 Jun 2003","2.130"
"2003-06-19","19 Jun 2003","2.200"
"2003-06-20","20 Jun 2003","2.160"
"2003-06-23","23 Jun 2003","2.110"
"2003-06-24","24 Jun 2003","2.120"
"2003-06-25","25 Jun 2003","2.120"
"2003-06-26","26 Jun 2003","2.120"
"2003-06-27","27 Jun 2003","2.140"
"2003-06-30","30 Jun 2003","2.380"
"2003-07-01","01 Jul 2003","2.120"
"2003-07-02","02 Jul 2003","2.120"
"2003-07-03","03 Jul 2003","2.120"
"2003-07-04","04 Jul 2003","2.120"
"2003-07-07","07 Jul 2003","2.110"
"2003-07-08","08 Jul 2003","2.100"
"2003-07-09","09 Jul 2003","2.100"
"2003-07-10","10 Jul 2003","2.100"
"2003-07-11","11 Jul 2003","2.090"
"2003-07-14","14 Jul 2003","2.090"
"2003-07-15","15 Jul 2003","2.090"
"2003-07-16","16 Jul 2003","2.090"
"2003-07-17","17 Jul 2003","2.090"
"2003-07-18","18 Jul 2003","2.080"
"2003-07-21","21 Jul 2003","2.080"
"2003-07-22","22 Jul 2003","2.090"
"2003-07-23","23 Jul 2003","1.830"
"2003-07-24","24 Jul 2003","2.060"
"2003-07-25","25 Jul 2003","2.050"
"2003-07-28","28 Jul 2003","2.040"
"2003-07-29","29 Jul 2003","2.050"
"2003-07-30","30 Jul 2003","2.070"
"2003-07-31","31 Jul 2003","2.110"
"2003-08-01","01 Aug 2003","2.080"
"2003-08-04","04 Aug 2003","2.070"
"2003-08-05","05 Aug 2003","2.070"
"2003-08-06","06 Aug 2003","2.060"
"2003-08-07","07 Aug 2003","2.060"
"2003-08-08","08 Aug 2003","2.060"
"2003-08-11","11 Aug 2003","2.060"
"2003-08-12","12 Aug 2003","2.060"
"2003-08-13","13 Aug 2003","2.060"
"2003-08-14","14 Aug 2003","2.060"
"2003-08-15","15 Aug 2003","2.070"
"2003-08-18","18 Aug 2003","2.070"
"2003-08-19","19 Aug 2003","2.070"
"2003-08-20","20 Aug 2003","2.090"
"2003-08-21","21 Aug 2003","2.150"
"2003-08-22","22 Aug 2003","2.450"
"2003-08-25","25 Aug 2003","2.100"
"2003-08-26","26 Aug 2003","2.100"
"2003-08-27","27 Aug 2003","2.090"
"2003-08-28","28 Aug 2003","2.090"
"2003-08-29","29 Aug 2003","2.140"
"2003-09-01","01 Sep 2003","2.090"
"2003-09-02","02 Sep 2003","2.090"
"2003-09-03","03 Sep 2003","2.090"
"2003-09-04","04 Sep 2003","2.080"
"2003-09-05","05 Sep 2003","2.080"
"2003-09-08","08 Sep 2003","2.080"
"2003-09-09","09 Sep 2003","2.080"
"2003-09-10","10 Sep 2003","2.080"
"2003-09-11","11 Sep 2003","2.080"
"2003-09-12","12 Sep 2003","2.080"
"2003-09-15","15 Sep 2003","2.080"
"2003-09-16","16 Sep 2003","2.080"
"2003-09-17","17 Sep 2003","2.070"
"2003-09-18","18 Sep 2003","2.040"
"2003-09-19","19 Sep 2003","1.930"
"2003-09-22","22 Sep 2003","1.740"
"2003-09-23","23 Sep 2003","1.340"
"2003-09-24","24 Sep 2003","2.070"
"2003-09-25","25 Sep 2003","2.060"
"2003-09-26","26 Sep 2003","2.060"
"2003-09-29","29 Sep 2003","2.060"
"2003-09-30","30 Sep 2003","2.100"
"2003-10-01","01 Oct 2003","2.060"
"2003-10-02","02 Oct 2003","2.060"
"2003-10-03","03 Oct 2003","2.060"
"2003-10-06","06 Oct 2003","2.060"
"2003-10-07","07 Oct 2003","2.060"
"2003-10-08","08 Oct 2003","2.060"
"2003-10-09","09 Oct 2003","2.060"
"2003-10-10","10 Oct 2003","2.060"
"2003-10-13","13 Oct 2003","2.060"
"2003-10-14","14 Oct 2003","2.050"
"2003-10-15","15 Oct 2003","2.050"
"2003-10-16","16 Oct 2003","2.050"
"2003-10-17","17 Oct 2003","2.010"
"2003-10-20","20 Oct 2003","1.910"
"2003-10-21","21 Oct 2003","1.990"
"2003-10-22","22 Oct 2003","1.960"
"2003-10-23","23 Oct 2003","1.440"
"2003-10-24","24 Oct 2003","2.050"
"2003-10-27","27 Oct 2003","2.050"
"2003-10-28","28 Oct 2003","2.050"
"2003-10-29","29 Oct 2003","2.050"
"2003-10-30","30 Oct 2003","2.060"
"2003-10-31","31 Oct 2003","2.080"
"2003-11-03","03 Nov 2003","2.050"
"2003-11-04","04 Nov 2003","2.050"
"2003-11-05","05 Nov 2003","2.050"
"2003-11-06","06 Nov 2003","2.050"
"2003-11-07","07 Nov 2003","2.050"
"2003-11-10","10 Nov 2003","2.050"
"2003-11-11","11 Nov 2003","2.040"
"2003-11-12","12 Nov 2003","2.040"
"2003-11-13","13 Nov 2003","2.020"
"2003-11-14","14 Nov 2003","1.920"
"2003-11-17","17 Nov 2003","2.000"
"2003-11-18","18 Nov 2003","1.990"
"2003-11-19","19 Nov 2003","1.790"
"2003-11-20","20 Nov 2003","1.540"
"2003-11-21","21 Nov 2003","1.460"
"2003-11-24","24 Nov 2003","2.040"
"2003-11-25","25 Nov 2003","2.060"
"2003-11-26","26 Nov 2003","2.080"
"2003-11-27","27 Nov 2003","2.090"
"2003-11-28","28 Nov 2003","2.090"
"2003-12-01","01 Dec 2003","2.050"
"2003-12-02","02 Dec 2003","2.050"
"2003-12-03","03 Dec 2003","2.040"
"2003-12-04","04 Dec 2003","2.040"
"2003-12-05","05 Dec 2003","2.040"
"2003-12-08","08 Dec 2003","2.030"
"2003-12-09","09 Dec 2003","2.030"
"2003-12-10","10 Dec 2003","2.040"
"2003-12-11","11 Dec 2003","2.040"
"2003-12-12","12 Dec 2003","2.050"
"2003-12-15","15 Dec 2003","2.040"
"2003-12-16","16 Dec 2003","2.030"
"2003-12-17","17 Dec 2003","1.880"
"2003-12-18","18 Dec 2003","1.710"
"2003-12-19","19 Dec 2003","1.620"
"2003-12-22","22 Dec 2003","1.890"
"2003-12-23","23 Dec 2003","2.460"
"2003-12-24","24 Dec 2003","2.280"
"2003-12-29","29 Dec 2003","2.330"
"2003-12-30","30 Dec 2003","2.220"
"2003-12-31","31 Dec 2003","2.320"
"2004-01-02","02 Jan 2004","2.060"
"2004-01-05","05 Jan 2004","2.050"
"2004-01-06","06 Jan 2004","2.040"
"2004-01-07","07 Jan 2004","2.040"
